Title,col,Price,Field2_links
Ultra Off-Road 2019: Alaska,22 feb 2019,"
                        18,99€                    ",https://store.steampowered.com/app/957050/Ultra_OffRoad_2019_Alaska/?snr=1_7_7_230_150_575
❂ Hexaluga ❂ Witch Hunter's Travelling Castle ♉,12 mrt 2018,,https://store.steampowered.com/app/809450/_Hexaluga__Witch_Hunters_Travelling_Castle/?snr=1_7_7_230_150_575
SnipZ,24 mrt 2017,,https://store.steampowered.com/app/549030/SnipZ/?snr=1_7_7_230_150_575
Megatronic Void,20 sep 2017,"
                        0,79€                    ",https://store.steampowered.com/app/706690/Megatronic_Void/?snr=1_7_7_230_150_575
Safety Driving Simulator: Car,4 mei 2016,"
                        4,99€                    ",https://store.steampowered.com/app/450590/Safety_Driving_Simulator_Car/?snr=1_7_7_230_150_575
Disciples III - Resurrection,12 okt 2011,"
                        9,99€                    ",https://store.steampowered.com/app/200670/Disciples_III__Resurrection/?snr=1_7_7_230_150_575
The Legend of HyperStar,29 aug 2020,,https://store.steampowered.com/app/1308560/The_Legend_of_HyperStar/?snr=1_7_7_230_150_575
Nothing To Remember,29 jul 2021,"
                        7,39€                    ",https://store.steampowered.com/app/1613490/Nothing_To_Remember/?snr=1_7_7_230_150_575
Spellarium 7 - Match 3 Puzzle,1 sep 2021,"
                        5,69€                    ",https://store.steampowered.com/app/1722310/Spellarium_7__Match_3_Puzzle/?snr=1_7_7_230_150_575
HopeLine,28 mrt 2019,"
                        2,39€                    ",https://store.steampowered.com/app/886520/HopeLine/?snr=1_7_7_230_150_575
Forbidden Love,11 sep 2017,,https://store.steampowered.com/app/675360/Forbidden_Love/?snr=1_7_7_230_150_575
Galactic Civilizations® I: Ultimate Edition,14 aug 2012,"
                        8,19€                    ",https://store.steampowered.com/app/214150/Galactic_Civilizations_I_Ultimate_Edition/?snr=1_7_7_230_150_575
StressOut,10 dec 2020,"
                        12,49€                    ",https://store.steampowered.com/app/1143770/StressOut/?snr=1_7_7_230_150_575
Invasion: Lost in Time,25 sep 2020,"
                        4,99€                    ",https://store.steampowered.com/app/1411860/Invasion_Lost_in_Time/?snr=1_7_7_230_150_575
Fairy Godmother Stories: Puss in Boots Collector's Edition,28 mei 2021,"
                        11,59€                    ",https://store.steampowered.com/app/1642330/Fairy_Godmother_Stories_Puss_in_Boots_Collectors_Edition/?snr=1_7_7_230_150_575
King Arthur: Fallen Champions,16 sep 2011,"
                        4,99€                    ",https://store.steampowered.com/app/24460/King_Arthur_Fallen_Champions/?snr=1_7_7_230_150_575
King's Cup: The online multiplayer drinking game,16 jan 2021,"
                        0,79€                    ",https://store.steampowered.com/app/1506610/Kings_Cup_The_online_multiplayer_drinking_game/?snr=1_7_7_230_150_575
Real Horror Stories Ultimate Edition,1 apr 2014,"
                        1,99€                    ",https://store.steampowered.com/app/281370/Real_Horror_Stories_Ultimate_Edition/?snr=1_7_7_230_150_575
Intelligence Operation,25 dec 2020,"
                        9,99€                    ",https://store.steampowered.com/app/1492510/Intelligence_Operation/?snr=1_7_7_230_150_575
Tales From The Dragon Mountain: The Strix,20 feb 2014,"
                        2,99€                    ",https://store.steampowered.com/app/277540/Tales_From_The_Dragon_Mountain_The_Strix/?snr=1_7_7_230_150_575
Infinite Scuba®,12 jan 2017,"
                        10,79€                    ",https://store.steampowered.com/app/305700/Infinite_Scuba/?snr=1_7_7_230_150_575
Makber,25 aug 2021,"
                        3,99€                    ",https://store.steampowered.com/app/1718400/Makber/?snr=1_7_7_230_150_575
Club Soccer Director PRO 2020,26 sep 2019,"
                        19,99€                    ",https://store.steampowered.com/app/1005530/Club_Soccer_Director_PRO_2020/?snr=1_7_7_230_150_575
Vacation Adventures: Park Ranger 11,25 mei 2021,"
                        5,69€                    ",https://store.steampowered.com/app/1568040/Vacation_Adventures_Park_Ranger_11/?snr=1_7_7_230_150_575
Chimeras: Tune of Revenge Collector's Edition,14 dec 2016,"
                        9,99€                    ",https://store.steampowered.com/app/565140/Chimeras_Tune_of_Revenge_Collectors_Edition/?snr=1_7_7_230_150_575
Untangle,16 aug 2021,"
                        4,30€                    ",https://store.steampowered.com/app/1686850/Untangle/?snr=1_7_7_230_150_575
Northern Tale 3,1 dec 2017,"
                        4,99€                    ",https://store.steampowered.com/app/573730/Northern_Tale_3/?snr=1_7_7_230_150_575
The Wanderer,25 jan 2019,"
                        0,79€                    ",https://store.steampowered.com/app/530860/The_Wanderer/?snr=1_7_7_230_150_575
Supreme Casino City,12 dec 2018,"
                        3,99€                    ",https://store.steampowered.com/app/982480/Supreme_Casino_City/?snr=1_7_7_230_150_575
GAME TUBE ♛,15 mei 2018,,https://store.steampowered.com/app/763300/GAME_TUBE/?snr=1_7_7_230_150_575
Club Naughty,19 nov 2016,"
                        24,99€                    ",https://store.steampowered.com/app/558870/Club_Naughty/?snr=1_7_7_230_150_575
Real Fishing VR,6 mrt 2019,"
                        10,79€                    ",https://store.steampowered.com/app/1030380/Real_Fishing_VR/?snr=1_7_7_230_150_575
Project Tarvotan,25 sep 2015,"
                        0,79€                    ",https://store.steampowered.com/app/388660/Project_Tarvotan/?snr=1_7_7_230_150_575
Tunnel Rats,15 mei 2009,"
                        18,99€                    ",https://store.steampowered.com/app/31300/Tunnel_Rats/?snr=1_7_7_230_150_575
GM Forge - Virtual Tabletop,31 mei 2018,"
                        24,99€                    ",https://store.steampowered.com/app/842250/GM_Forge__Virtual_Tabletop/?snr=1_7_7_230_150_575
M.A.X. 2: Mechanized Assault & Exploration,18 dec 2017,"
                        9,99€                    ",https://store.steampowered.com/app/756810/MAX_2_Mechanized_Assault__Exploration/?snr=1_7_7_230_150_575
Theme Park Studio,2 dec 2016,"
                        27,99€                    ",https://store.steampowered.com/app/254590/Theme_Park_Studio/?snr=1_7_7_230_150_575
There Is No Tomorrow: Better Edition,16 jan 2020,"
                        8,19€                    ",https://store.steampowered.com/app/787120/There_Is_No_Tomorrow_Better_Edition/?snr=1_7_7_230_150_575
The Backrooms,1 aug 2019,"
                        0,79€                    ",https://store.steampowered.com/app/1116520/The_Backrooms/?snr=1_7_7_230_150_575
Chimeras: The Signs of Prophecy Collector's Edition,21 jul 2017,"
                        9,99€                    ",https://store.steampowered.com/app/678410/Chimeras_The_Signs_of_Prophecy_Collectors_Edition/?snr=1_7_7_230_150_575
Love Decision,30 mrt 2021,"
                        8,99€                    ",https://store.steampowered.com/app/1575650/Love_Decision/?snr=1_7_7_230_150_575
Astral Terra,10 nov 2015,"
                        9,99€                    ",https://store.steampowered.com/app/266190/Astral_Terra/?snr=1_7_7_230_150_575
MadOut Open City,29 mrt 2016,"
                        7,99€                    ",https://store.steampowered.com/app/428190/MadOut_Open_City/?snr=1_7_7_230_150_575
Second Warfare,22 jun 2015,,https://store.steampowered.com/app/372740/Second_Warfare/?snr=1_7_7_230_150_575
Extreme Formula Championship,11 mei 2018,,https://store.steampowered.com/app/833810/Extreme_Formula_Championship/?snr=1_7_7_230_150_575
Neutron and the Tri-Spark,15 sep 2021,"
                        3,29€                    ",https://store.steampowered.com/app/1730800/Neutron_and_the_TriSpark/?snr=1_7_7_230_150_575
Space Explore,4 mei 2021,,https://store.steampowered.com/app/1583190/Space_Explore/?snr=1_7_7_230_150_575
Survivalizm - The Animal Simulator,5 apr 2017,"
                        11,99€                    ",https://store.steampowered.com/app/597920/Survivalizm__The_Animal_Simulator/?snr=1_7_7_230_150_576
Traphouse Druglord,17 aug 2020,"
                        6,59€                    ",https://store.steampowered.com/app/1354510/Traphouse_Druglord/?snr=1_7_7_230_150_576
God Sword,30 apr 2021,"
                        41,99€                    ",https://store.steampowered.com/app/1490680/God_Sword/?snr=1_7_7_230_150_576
Athletics 3: Summer Sports,25 jun 2021,"
                        3,99€                    ",https://store.steampowered.com/app/1648580/Athletics_3_Summer_Sports/?snr=1_7_7_230_150_576
Dread of Laughter,1 nov 2018,,https://store.steampowered.com/app/953050/Dread_of_Laughter/?snr=1_7_7_230_150_576
Head 2 Head,29 jun 2021,"
                        4,99€                    ",https://store.steampowered.com/app/1617900/Head_2_Head/?snr=1_7_7_230_150_576
VR Flight Simulator New York - Cessna,5 jan 2019,"
                        16,79€                    ",https://store.steampowered.com/app/1001240/VR_Flight_Simulator_New_York__Cessna/?snr=1_7_7_230_150_576
akda,27 dec 2017,,https://store.steampowered.com/app/761630/akda/?snr=1_7_7_230_150_576
Grindzones,9 mei 2019,,https://store.steampowered.com/app/1074840/Grindzones/?snr=1_7_7_230_150_576
Aim Academy,22 jan 2021,"
                        3,99€                    ",https://store.steampowered.com/app/1463020/Aim_Academy/?snr=1_7_7_230_150_576
Motorcycle Biker Simulator,29 sep 2021,,https://store.steampowered.com/app/1737450/Motorcycle_Biker_Simulator/?snr=1_7_7_230_150_576
Zombies Beyond Me,20 sep 2021,"
                        Gratis te spelen                    ",https://store.steampowered.com/app/1652950/Zombies_Beyond_Me/?snr=1_7_7_230_150_576
Dungeons Of The Deep,25 jan 2021,"
                        12,49€                    ",https://store.steampowered.com/app/1511850/Dungeons_Of_The_Deep/?snr=1_7_7_230_150_576
Love Chronicles: The Sword and the Rose,1 sep 2017,"
                        6,99€                    ",https://store.steampowered.com/app/695940/Love_Chronicles_The_Sword_and_the_Rose/?snr=1_7_7_230_150_576
Stranded,20 mei 2014,"
                        0,99€                    ",https://store.steampowered.com/app/295250/Stranded/?snr=1_7_7_230_150_576
Gratuitous Space Battles 2,17 apr 2015,"
                        9,99€                    ",https://store.steampowered.com/app/344840/Gratuitous_Space_Battles_2/?snr=1_7_7_230_150_576
Last Hope on Earth,1 nov 2020,"
                        7,39€                    ",https://store.steampowered.com/app/1407620/Last_Hope_on_Earth/?snr=1_7_7_230_150_576
The Hunt in the Forest,7 apr 2019,,https://store.steampowered.com/app/1050810/The_Hunt_in_the_Forest/?snr=1_7_7_230_150_576
Arevan,25 jul 2015,,https://store.steampowered.com/app/385900/Arevan/?snr=1_7_7_230_150_576
Smoots Summer Games,22 jul 2021,,https://store.steampowered.com/app/1601220/Smoots_Summer_Games/?snr=1_7_7_230_150_576
サバイバルメソッド Survival Method,25 jan 2019,"
                        13,99€                    ",https://store.steampowered.com/app/729030/_Survival_Method/?snr=1_7_7_230_150_576
Underfire,19 jul 2020,"
                        0,79€                    ",https://store.steampowered.com/app/1313360/Underfire/?snr=1_7_7_230_150_576
♞ The Tactics of War ♞,24 sep 2018,,https://store.steampowered.com/app/937780/_The_Tactics_of_War/?snr=1_7_7_230_150_576
Rescuer,7 aug 2021,,https://store.steampowered.com/app/1606610/Rescuer/?snr=1_7_7_230_150_576
LGBT Color by Number for Adults,27 jul 2021,"
                        3,99€                    ",https://store.steampowered.com/app/1665120/LGBT_Color_by_Number_for_Adults/?snr=1_7_7_230_150_576
Jack Keane 2 - The Fire Within,28 jun 2013,"
                        7,99€                    ",https://store.steampowered.com/app/236970/Jack_Keane_2__The_Fire_Within/?snr=1_7_7_230_150_576
Small Press Tycoon,3 mei 2021,,https://store.steampowered.com/app/1604700/Small_Press_Tycoon/?snr=1_7_7_230_150_576
My Lil Horror,22 jul 2020,"
                        0,79€                    ",https://store.steampowered.com/app/1346120/My_Lil_Horror/?snr=1_7_7_230_150_576
Despair,13 mei 2015,"
                        0,99€                    ",https://store.steampowered.com/app/368990/Despair/?snr=1_7_7_230_150_576
Academy of Magic - Lair of the Beast,6 mrt 2021,"
                        4,99€                    ",https://store.steampowered.com/app/1557710/Academy_of_Magic__Lair_of_the_Beast/?snr=1_7_7_230_150_576
Aim Bot,20 mei 2021,"
                        5,69€                    ",https://store.steampowered.com/app/995170/Aim_Bot/?snr=1_7_7_230_150_576
Airport Simulator 2015,22 apr 2015,"
                        14,99€                    ",https://store.steampowered.com/app/319780/Airport_Simulator_2015/?snr=1_7_7_230_150_576
Wave of Time,16 sep 2020,"
                        3,99€                    ",https://store.steampowered.com/app/1410580/Wave_of_Time/?snr=1_7_7_230_150_576
Killbot,10 jul 2016,"
                        0,99€                    ",https://store.steampowered.com/app/473810/Killbot/?snr=1_7_7_230_150_576
Industry Empire,30 jul 2014,"
                        9,99€                    ",https://store.steampowered.com/app/291930/Industry_Empire/?snr=1_7_7_230_150_576
Love of Dragons,28 mei 2021,"
                        8,99€                    ",https://store.steampowered.com/app/1636270/Love_of_Dragons/?snr=1_7_7_230_150_576
Dooria,17 jul 2020,"
                        8,19€                    ",https://store.steampowered.com/app/1343990/Dooria/?snr=1_7_7_230_150_576
Edge of Space,17 sep 2015,"
                        14,99€                    ",https://store.steampowered.com/app/238240/Edge_of_Space/?snr=1_7_7_230_150_576
Dragon's Vengeance,2 aug 2021,,https://store.steampowered.com/app/1667540/Dragons_Vengeance/?snr=1_7_7_230_150_576
Masterspace,15 jun 2015,"
                        3,99€                    ",https://store.steampowered.com/app/282860/Masterspace/?snr=1_7_7_230_150_576
Hacker Series,28 sep 2016,"
                        0,99€                    ",https://store.steampowered.com/app/536510/Hacker_Series/?snr=1_7_7_230_150_576
The Feeble Files,14 jun 2021,"
                        4,99€                    ",https://store.steampowered.com/app/1646930/The_Feeble_Files/?snr=1_7_7_230_150_576
Krakatoa,11 nov 2020,"
                        3,99€                    ",https://store.steampowered.com/app/1436240/Krakatoa/?snr=1_7_7_230_150_576
Opencast Mining,13 dec 2019,"
                        19,99€                    ",https://store.steampowered.com/app/987630/Opencast_Mining/?snr=1_7_7_230_150_576
Paranormal Stories,28 sep 2020,,https://store.steampowered.com/app/1420160/Paranormal_Stories/?snr=1_7_7_230_150_576
Obludia,18 jul 2014,"
                        2,99€                    ",https://store.steampowered.com/app/314290/Obludia/?snr=1_7_7_230_150_576
Vagrant Hearts Zero,29 apr 2017,,https://store.steampowered.com/app/615680/Vagrant_Hearts_Zero/?snr=1_7_7_230_150_576
The Slingshot VR,6 jul 2016,"
                        1,59€                    ",https://store.steampowered.com/app/496950/The_Slingshot_VR/?snr=1_7_7_230_150_576
Hijacker Jack,7 dec 2020,"
                        4,99€                    ",https://store.steampowered.com/app/1422730/Hijacker_Jack/?snr=1_7_7_230_150_577
Klepto,30 jun 2016,"
                        12,99€                    ",https://store.steampowered.com/app/403590/Klepto/?snr=1_7_7_230_150_577
Hollow,17 nov 2017,"
                        19,99€                    ",https://store.steampowered.com/app/590970/Hollow/?snr=1_7_7_230_150_577
Fairy Tower Defense,11 sep 2018,"
                        3,99€                    ",https://store.steampowered.com/app/924040/Fairy_Tower_Defense/?snr=1_7_7_230_150_577
School Idol,6 jul 2018,"
                        1,59€                    ",https://store.steampowered.com/app/880990/School_Idol/?snr=1_7_7_230_150_577
Whispered Secrets: Dreadful Beauty Collector's Edition,8 nov 2019,"
                        8,19€                    ",https://store.steampowered.com/app/1184700/Whispered_Secrets_Dreadful_Beauty_Collectors_Edition/?snr=1_7_7_230_150_577
Station 228,23 nov 2017,"
                        0,99€                    ",https://store.steampowered.com/app/749480/Station_228/?snr=1_7_7_230_150_577
NBA 2KVR Experience,22 nov 2016,"
                        14,99€                    ",https://store.steampowered.com/app/519490/NBA_2KVR_Experience/?snr=1_7_7_230_150_577
Beast Quest,13 mrt 2018,"
                        16,79€                    ",https://store.steampowered.com/app/707060/Beast_Quest/?snr=1_7_7_230_150_577
3d Engineers,19 okt 2015,"
                        4,99€                    ",https://store.steampowered.com/app/345030/3d_Engineers/?snr=1_7_7_230_150_577
Gamer Shop Simulator,13 mrt 2020,"
                        7,39€                    ",https://store.steampowered.com/app/1228570/Gamer_Shop_Simulator/?snr=1_7_7_230_150_577
Clicker Warriors,22 okt 2019,"
                        Gratis te spelen                    ",https://store.steampowered.com/app/1003010/Clicker_Warriors/?snr=1_7_7_230_150_577
Better Late Than DEAD,3 mrt 2016,"
                        3,99€                    ",https://store.steampowered.com/app/352950/Better_Late_Than_DEAD/?snr=1_7_7_230_150_577
Let's Learn Janggi (Korean Chess),15 mei 2021,"
                        5,69€                    ",https://store.steampowered.com/app/1597900/Lets_Learn_Janggi_Korean_Chess/?snr=1_7_7_230_150_577
Airline Director 2 - Tycoon Game,28 apr 2016,"
                        4,99€                    ",https://store.steampowered.com/app/462830/Airline_Director_2__Tycoon_Game/?snr=1_7_7_230_150_577
Prodigy Tactics,28 sep 2018,"
                        19,99€                    ",https://store.steampowered.com/app/626550/Prodigy_Tactics/?snr=1_7_7_230_150_577
The Purge Man,12 jan 2021,,https://store.steampowered.com/app/1063930/The_Purge_Man/?snr=1_7_7_230_150_577
太平洋之嵐6 ～ 史上最大的激戰諾曼第攻防戰! Pacific Storm 6 - Battle for Normandy,30 nov 2018,"
                        22,--€                    ",https://store.steampowered.com/app/870520/6___Pacific_Storm_6__Battle_for_Normandy/?snr=1_7_7_230_150_577
Iron Wings,31 mei 2017,"
                        9,99€                    ",https://store.steampowered.com/app/562340/Iron_Wings/?snr=1_7_7_230_150_577
Dream Mirror,25 jul 2021,"
                        12,49€                    ",https://store.steampowered.com/app/1682950/Dream_Mirror/?snr=1_7_7_230_150_577
Long Car Journey - A road trip game,4 jun 2020,"
                        4,50€                    ",https://store.steampowered.com/app/1311150/Long_Car_Journey__A_road_trip_game/?snr=1_7_7_230_150_577
M.U.D. TV,19 apr 2010,"
                        9,99€                    ",https://store.steampowered.com/app/43500/MUD_TV/?snr=1_7_7_230_150_577
NightZ,15 feb 2017,"
                        0,99€                    ",https://store.steampowered.com/app/548480/NightZ/?snr=1_7_7_230_150_577
Incredible Dracula: Legacy of the Valkyries,17 jun 2021,"
                        5,69€                    ",https://store.steampowered.com/app/1644020/Incredible_Dracula_Legacy_of_the_Valkyries/?snr=1_7_7_230_150_577
Motorama,21 nov 2014,"
                        17,99€                    ",https://store.steampowered.com/app/327010/Motorama/?snr=1_7_7_230_150_577
Unholy Alliance - Tower Defense,1 sep 2021,"
                        7,39€                    ",https://store.steampowered.com/app/1689220/Unholy_Alliance__Tower_Defense/?snr=1_7_7_230_150_577
Lost Artifacts: Frozen Queen,19 sep 2019,"
                        8,19€                    ",https://store.steampowered.com/app/1113750/Lost_Artifacts_Frozen_Queen/?snr=1_7_7_230_150_577
Mars or Die!,13 jul 2018,"
                        19,99€                    ",https://store.steampowered.com/app/859440/Mars_or_Die/?snr=1_7_7_230_150_577
W4RR-i/o-RS,30 nov 2017,"
                        3,99€                    ",https://store.steampowered.com/app/752780/W4RRioRS/?snr=1_7_7_230_150_577
Kick-Ass 2,15 aug 2014,"
                        14,99€                    ",https://store.steampowered.com/app/304170/KickAss_2/?snr=1_7_7_230_150_577
Warsworn: DRAGON OF JAPAN - EMPIRE EDITION,25 mei 2020,"
                        16,79€                    ",https://store.steampowered.com/app/1037820/Warsworn_DRAGON_OF_JAPAN__EMPIRE_EDITION/?snr=1_7_7_230_150_577
Puzzles and Board Games Mega Collection,25 jul 2018,"
                        5,69€                    ",https://store.steampowered.com/app/898340/Puzzles_and_Board_Games_Mega_Collection/?snr=1_7_7_230_150_577
Movie Studio Boss: The Sequel,17 dec 2014,"
                        9,99€                    ",https://store.steampowered.com/app/331610/Movie_Studio_Boss_The_Sequel/?snr=1_7_7_230_150_577
Into the Stars,4 mrt 2016,"
                        19,99€                    ",https://store.steampowered.com/app/360510/Into_the_Stars/?snr=1_7_7_230_150_577
Past Cure,23 feb 2018,"
                        29,99€                    ",https://store.steampowered.com/app/646050/Past_Cure/?snr=1_7_7_230_150_577
Alchemy Classic,27 okt 2018,"
                        3,99€                    ",https://store.steampowered.com/app/823310/Alchemy_Classic/?snr=1_7_7_230_150_577
Onikira - Demon Killer,27 aug 2015,"
                        13,99€                    ",https://store.steampowered.com/app/310850/Onikira__Demon_Killer/?snr=1_7_7_230_150_577
FEAR background,8 jul 2021,"
                        8,19€                    ",https://store.steampowered.com/app/1673140/FEAR_background/?snr=1_7_7_230_150_577
DinerTown Detective Agency™,6 mei 2010,"
                        5,99€                    ",https://store.steampowered.com/app/37310/DinerTown_Detective_Agency/?snr=1_7_7_230_150_577
Ampersand,19 okt 2015,"
                        0,79€                    ",https://store.steampowered.com/app/410210/Ampersand/?snr=1_7_7_230_150_577
Lost Artifacts: Soulstone,22 dec 2018,"
                        12,49€                    ",https://store.steampowered.com/app/874020/Lost_Artifacts_Soulstone/?snr=1_7_7_230_150_577
Arctic Trucker Simulator,7 okt 2016,"
                        9,99€                    ",https://store.steampowered.com/app/273890/Arctic_Trucker_Simulator/?snr=1_7_7_230_150_577
The Far Kingdoms: Hidden Magic,21 apr 2021,"
                        3,99€                    ",https://store.steampowered.com/app/1595930/The_Far_Kingdoms_Hidden_Magic/?snr=1_7_7_230_150_577
浮动女孩,14 mei 2021,"
                        0,79€                    ",https://store.steampowered.com/app/1593260/_/?snr=1_7_7_230_150_577
Dark Parables: The Match Girl's Lost Paradise Collector's Edition,2 nov 2018,"
                        8,19€                    ",https://store.steampowered.com/app/971070/Dark_Parables_The_Match_Girls_Lost_Paradise_Collectors_Edition/?snr=1_7_7_230_150_577
Roadside Assistance Simulator,25 sep 2014,"
                        9,99€                    ",https://store.steampowered.com/app/302440/Roadside_Assistance_Simulator/?snr=1_7_7_230_150_577
Battle Bugs,23 nov 2020,"
                        3,99€                    ",https://store.steampowered.com/app/1462210/Battle_Bugs/?snr=1_7_7_230_150_577
Bridge! 2,21 apr 2016,"
                        9,99€                    ",https://store.steampowered.com/app/434090/Bridge_2/?snr=1_7_7_230_150_577
The Karters,7 jun 2018,"
                        16,79€                    ",https://store.steampowered.com/app/488350/The_Karters/?snr=1_7_7_230_150_577
银魂：Silver Soul,9 apr 2021,"
                        0,79€                    ",https://store.steampowered.com/app/1580640/Silver_Soul/?snr=1_7_7_230_150_577
AKAI NOROI,24 jul 2020,"
                        10,79€                    ",https://store.steampowered.com/app/880800/AKAI_NOROI/?snr=1_7_7_230_150_578
Blaze Revolutions,15 jul 2020,"
                        12,49€                    ",https://store.steampowered.com/app/1187650/Blaze_Revolutions/?snr=1_7_7_230_150_578
Aran's Bike Trip,6 aug 2021,"
                        4,99€                    ",https://store.steampowered.com/app/1711690/Arans_Bike_Trip/?snr=1_7_7_230_150_578
Dragon: The Game,7 nov 2014,"
                        17,99€                    ",https://store.steampowered.com/app/305960/Dragon_The_Game/?snr=1_7_7_230_150_578
An Adventurer's Tale,23 mei 2019,"
                        9,99€                    ",https://store.steampowered.com/app/942580/An_Adventurers_Tale/?snr=1_7_7_230_150_578
Dark Mystery,14 aug 2017,,https://store.steampowered.com/app/660900/Dark_Mystery/?snr=1_7_7_230_150_578
School of Horror,21 jun 2018,"
                        1,59€                    ",https://store.steampowered.com/app/874830/School_of_Horror/?snr=1_7_7_230_150_578
D Series OFF ROAD Driving Simulation,19 mei 2015,"
                        7,99€                    ",https://store.steampowered.com/app/363430/D_Series_OFF_ROAD_Driving_Simulation/?snr=1_7_7_230_150_578
Nightmare Game (噩梦游戏),19 jul 2019,"
                        0,79€                    ",https://store.steampowered.com/app/1114110/Nightmare_Game/?snr=1_7_7_230_150_578
Agoraphobia,30 sep 2020,"
                        4,99€                    ",https://store.steampowered.com/app/1412000/Agoraphobia/?snr=1_7_7_230_150_578
MotoGP™14 Compact,21 nov 2014,"
                        4,99€                    ",https://store.steampowered.com/app/321490/MotoGP14_Compact/?snr=1_7_7_230_150_578
Blackout,23 apr 2019,"
                        4,99€                    ",https://store.steampowered.com/app/871810/Blackout/?snr=1_7_7_230_150_578
Purgatory II,28 feb 2018,"
                        0,79€                    ",https://store.steampowered.com/app/576120/Purgatory_II/?snr=1_7_7_230_150_578
DOGS.IO,19 sep 2021,"
                        3,99€                    ",https://store.steampowered.com/app/1744060/DOGSIO/?snr=1_7_7_230_150_578
Ghostbusters VR: Showdown,7 aug 2018,"
                                            ",https://store.steampowered.com/app/862940/Ghostbusters_VR_Showdown/?snr=1_7_7_230_150_578
The Battle Of Mahjong,14 sep 2017,"
                        9,99€                    ",https://store.steampowered.com/app/700750/The_Battle_Of_Mahjong/?snr=1_7_7_230_150_578
Shadow Harvest: Phantom Ops,15 apr 2011,"
                        9,99€                    ",https://store.steampowered.com/app/92700/Shadow_Harvest_Phantom_Ops/?snr=1_7_7_230_150_578
龙魂时刻,28 jun 2017,"
                        Gratis te spelen                    ",https://store.steampowered.com/app/616090/_/?snr=1_7_7_230_150_578
Falnarion Tactics: Oathbreaker,15 jul 2021,"
                        3,99€                    ",https://store.steampowered.com/app/1562510/Falnarion_Tactics_Oathbreaker/?snr=1_7_7_230_150_578
Don't Cut Your Hand 2,6 aug 2021,"
                        1,59€                    ",https://store.steampowered.com/app/1623650/Dont_Cut_Your_Hand_2/?snr=1_7_7_230_150_578
Jude,10 aug 2021,"
                        9,99€                    ",https://store.steampowered.com/app/1694970/Jude/?snr=1_7_7_230_150_578
Lone Leader,28 okt 2016,"
                        0,79€                    ",https://store.steampowered.com/app/518800/Lone_Leader/?snr=1_7_7_230_150_578
Annwn: the Otherworld,15 apr 2019,"
                        12,49€                    ",https://store.steampowered.com/app/770860/Annwn_the_Otherworld/?snr=1_7_7_230_150_578
Commander '85,30 sep 2020,"
                        10,79€                    ",https://store.steampowered.com/app/1086990/Commander_85/?snr=1_7_7_230_150_578
Sunken,26 mei 2016,"
                        9,99€                    ",https://store.steampowered.com/app/405960/Sunken/?snr=1_7_7_230_150_578
Domination,2 sep 2021,"
                        8,19€                    ",https://store.steampowered.com/app/1669430/Domination/?snr=1_7_7_230_150_578
Clans to Kingdoms,1 aug 2019,"
                        14,99€                    ",https://store.steampowered.com/app/1120580/Clans_to_Kingdoms/?snr=1_7_7_230_150_578
Fatal Evidence: Art of Murder Collector's Edition,28 aug 2020,"
                        8,19€                    ",https://store.steampowered.com/app/1406610/Fatal_Evidence_Art_of_Murder_Collectors_Edition/?snr=1_7_7_230_150_578
We Are Legion,7 aug 2015,"
                        9,99€                    ",https://store.steampowered.com/app/354560/We_Are_Legion/?snr=1_7_7_230_150_578
"Agoraphobia ""Knock Knock""",6 apr 2021,"
                        4,99€                    ",https://store.steampowered.com/app/1580260/Agoraphobia_Knock_Knock/?snr=1_7_7_230_150_578
Deep Black: Reloaded,18 apr 2012,"
                        27,99€                    ",https://store.steampowered.com/app/204760/Deep_Black_Reloaded/?snr=1_7_7_230_150_578
Hidden Expedition: The Crown of Solomon Collector's Edition,20 mei 2016,"
                        9,99€                    ",https://store.steampowered.com/app/465990/Hidden_Expedition_The_Crown_of_Solomon_Collectors_Edition/?snr=1_7_7_230_150_578
World of Cinema - Movie Tycoon,2 apr 2015,"
                        4,99€                    ",https://store.steampowered.com/app/344160/World_of_Cinema__Movie_Tycoon/?snr=1_7_7_230_150_578
We Are Chicago,9 feb 2017,"
                        14,99€                    ",https://store.steampowered.com/app/414330/We_Are_Chicago/?snr=1_7_7_230_150_578
Antidote,19 jun 2020,"
                        7,39€                    ",https://store.steampowered.com/app/1288670/Antidote/?snr=1_7_7_230_150_578
The Undying Plague,10 apr 2015,"
                        0,99€                    ",https://store.steampowered.com/app/349440/The_Undying_Plague/?snr=1_7_7_230_150_578
SparkDimension,5 okt 2016,"
                        9,99€                    ",https://store.steampowered.com/app/477140/SparkDimension/?snr=1_7_7_230_150_578
Age of Castles: Warlords,16 mei 2015,"
                        2,39€                    ",https://store.steampowered.com/app/371710/Age_of_Castles_Warlords/?snr=1_7_7_230_150_578
Hasfax,13 feb 2020,"
                        0,79€                    ",https://store.steampowered.com/app/1187420/Hasfax/?snr=1_7_7_230_150_578
The Intern,16 sep 2021,"
                        1,59€                    ",https://store.steampowered.com/app/771500/The_Intern/?snr=1_7_7_230_150_578
Cyber OutRun,15 aug 2019,"
                        2,39€                    ",https://store.steampowered.com/app/1132410/Cyber_OutRun/?snr=1_7_7_230_150_578
Great Hunt: North America,12 mrt 2018,"
                        14,99€                    ",https://store.steampowered.com/app/785670/Great_Hunt_North_America/?snr=1_7_7_230_150_578
