Title,col,Price,Field2_links
High On Racing,25 mei 2015,"
                        4,99€                    ",https://store.steampowered.com/app/362610/High_On_Racing/?snr=1_7_7_230_150_523
Nibû,18 jan 2019,"
                        4,99€                    ",https://store.steampowered.com/app/938320/Nib/?snr=1_7_7_230_150_523
Perfection.,28 aug 2013,"
                        2,99€                    ",https://store.steampowered.com/app/246360/Perfection/?snr=1_7_7_230_150_523
Evolo.Evolution,4 sep 2018,"
                        0,79€                    ",https://store.steampowered.com/app/918080/EvoloEvolution/?snr=1_7_7_230_150_523
Pixel Devil and the Broken Cartridge,27 feb 2019,"
                        3,99€                    ",https://store.steampowered.com/app/648440/Pixel_Devil_and_the_Broken_Cartridge/?snr=1_7_7_230_150_523
Escape Room,4 jul 2017,"
                        0,99€                    ",https://store.steampowered.com/app/654070/Escape_Room/?snr=1_7_7_230_150_523
Odd||Even,6 apr 2016,"
                        37,99€                    ",https://store.steampowered.com/app/455940/OddEven/?snr=1_7_7_230_150_523
DOKA 2 GUTS OUT NINJA,27 dec 2018,"
                        0,79€                    ",https://store.steampowered.com/app/987490/DOKA_2_GUTS_OUT_NINJA/?snr=1_7_7_230_150_523
Parallels,13 nov 2015,"
                        0,79€                    ",https://store.steampowered.com/app/412370/Parallels/?snr=1_7_7_230_150_524
SCALPERS: Turtle & the Moonshine Gang,29 mrt 2018,"
                        9,99€                    ",https://store.steampowered.com/app/577280/SCALPERS_Turtle__the_Moonshine_Gang/?snr=1_7_7_230_150_524
Best Life Simulator,24 nov 2018,"
                        1,59€                    ",https://store.steampowered.com/app/949960/Best_Life_Simulator/?snr=1_7_7_230_150_524
Alive 2 Survive: Tales from the Zombie Apocalypse,10 okt 2019,"
                        3,99€                    ",https://store.steampowered.com/app/1099630/Alive_2_Survive_Tales_from_the_Zombie_Apocalypse/?snr=1_7_7_230_150_524
TRIP Steam Edition,20 jun 2015,"
                        3,99€                    ",https://store.steampowered.com/app/341540/TRIP_Steam_Edition/?snr=1_7_7_230_150_524
Tiny Knight,17 mrt 2016,"
                        3,99€                    ",https://store.steampowered.com/app/445210/Tiny_Knight/?snr=1_7_7_230_150_524
Outback Survival,20 sep 2018,"
                        3,99€                    ",https://store.steampowered.com/app/898460/Outback_Survival/?snr=1_7_7_230_150_524
Ninja Code,7 okt 2018,,https://store.steampowered.com/app/949880/Ninja_Code/?snr=1_7_7_230_150_524
FLASHOUT 2,6 jun 2014,"
                        4,99€                    ",https://store.steampowered.com/app/298340/FLASHOUT_2/?snr=1_7_7_230_150_524
Space Jones VR,11 aug 2016,"
                        4,99€                    ",https://store.steampowered.com/app/511600/Space_Jones_VR/?snr=1_7_7_230_150_524
Dungeon Crawlers HD,1 jun 2015,"
                        4,99€                    ",https://store.steampowered.com/app/355100/Dungeon_Crawlers_HD/?snr=1_7_7_230_150_524
Surviving Medieval,5 feb 2020,"
                        3,99€                    ",https://store.steampowered.com/app/1082770/Surviving_Medieval/?snr=1_7_7_230_150_524
Candy Blast,30 jun 2016,"
                        0,99€                    ",https://store.steampowered.com/app/474050/Candy_Blast/?snr=1_7_7_230_150_524
PulseCharge,27 jan 2016,"
                        0,99€                    ",https://store.steampowered.com/app/438010/PulseCharge/?snr=1_7_7_230_150_524
Alien Worms Invasion,13 mrt 2018,"
                        9,99€                    ",https://store.steampowered.com/app/805710/Alien_Worms_Invasion/?snr=1_7_7_230_150_524
Moonshot Galaxy™,24 aug 2016,"
                        4,99€                    ",https://store.steampowered.com/app/471160/Moonshot_Galaxy/?snr=1_7_7_230_150_524
Little Marisa's Disaster Journey,29 apr 2018,"
                        0,79€                    ",https://store.steampowered.com/app/838940/Little_Marisas_Disaster_Journey/?snr=1_7_7_230_150_524
Kessler Effect,25 mrt 2020,"
                        3,99€                    ",https://store.steampowered.com/app/1194790/Kessler_Effect/?snr=1_7_7_230_150_524
Forestry,8 apr 2017,"
                        4,99€                    ",https://store.steampowered.com/app/574010/Forestry/?snr=1_7_7_230_150_524
Hunters Of The Dead,4 sep 2014,"
                        4,99€                    ",https://store.steampowered.com/app/318570/Hunters_Of_The_Dead/?snr=1_7_7_230_150_524
Traverser,9 jul 2015,"
                        14,99€                    ",https://store.steampowered.com/app/327520/Traverser/?snr=1_7_7_230_150_524
Cricket Captain 2016,5 jul 2016,"
                        8,19€                    ",https://store.steampowered.com/app/462700/Cricket_Captain_2016/?snr=1_7_7_230_150_524
Boston Nursing Home,16 sep 2020,"
                        3,99€                    ",https://store.steampowered.com/app/1411170/Boston_Nursing_Home/?snr=1_7_7_230_150_524
Slavicus,19 okt 2018,"
                        3,99€                    ",https://store.steampowered.com/app/941160/Slavicus/?snr=1_7_7_230_150_524
Super Pixalo,3 feb 2015,"
                        0,99€                    ",https://store.steampowered.com/app/347480/Super_Pixalo/?snr=1_7_7_230_150_524
Slice of Life,1 dec 2017,"
                        4,99€                    ",https://store.steampowered.com/app/693180/Slice_of_Life/?snr=1_7_7_230_150_524
Link,22 apr 2016,"
                        4,99€                    ",https://store.steampowered.com/app/454030/Link/?snr=1_7_7_230_150_524
Detective Hunt - Crownston City PD,23 mei 2016,"
                        4,99€                    ",https://store.steampowered.com/app/464240/Detective_Hunt__Crownston_City_PD/?snr=1_7_7_230_150_524
Nucvivor,1 apr 2019,"
                        7,99€                    ",https://store.steampowered.com/app/648060/Nucvivor/?snr=1_7_7_230_150_524
Tanks vs Aliens,25 mei 2017,"
                        4,99€                    ",https://store.steampowered.com/app/634200/Tanks_vs_Aliens/?snr=1_7_7_230_150_524
Wayward Manor,15 jul 2014,"
                        6,99€                    ",https://store.steampowered.com/app/246720/Wayward_Manor/?snr=1_7_7_230_150_524
Cogs and Cowboys,10 aug 2016,"
                        2,39€                    ",https://store.steampowered.com/app/510410/Cogs_and_Cowboys/?snr=1_7_7_230_150_524
Magic Tower,31 dec 2017,"
                        0,99€                    ",https://store.steampowered.com/app/727460/Magic_Tower/?snr=1_7_7_230_150_524
Coloniam,25 jan 2020,"
                        0,79€                    ",https://store.steampowered.com/app/1209740/Coloniam/?snr=1_7_7_230_150_524
Cycle (轮回),25 jul 2017,"
                        0,99€                    ",https://store.steampowered.com/app/663060/Cycle/?snr=1_7_7_230_150_524
Germ Wars,21 nov 2016,"
                        0,79€                    ",https://store.steampowered.com/app/557680/Germ_Wars/?snr=1_7_7_230_150_524
8-Bit Attack,15 jul 2020,"
                        Gratis                    ",https://store.steampowered.com/app/1116280/8Bit_Attack/?snr=1_7_7_230_150_524
The Stargazers,5 nov 2016,"
                        12,99€                    ",https://store.steampowered.com/app/445670/The_Stargazers/?snr=1_7_7_230_150_525
Constricted VR,11 jul 2018,"
                        0,99€                    ",https://store.steampowered.com/app/589110/Constricted_VR/?snr=1_7_7_230_150_525
ASH OF WAR™,3 nov 2018,"
                        0,79€                    ",https://store.steampowered.com/app/774331/ASH_OF_WAR/?snr=1_7_7_230_150_525
Afterlife Empire,21 aug 2015,"
                        4,99€                    ",https://store.steampowered.com/app/367710/Afterlife_Empire/?snr=1_7_7_230_150_525
Genetic Disaster,18 dec 2017,"
                        14,99€                    ",https://store.steampowered.com/app/672460/Genetic_Disaster/?snr=1_7_7_230_150_525
Luminescence,31 mrt 2018,"
                        0,99€                    ",https://store.steampowered.com/app/785640/Luminescence/?snr=1_7_7_230_150_525
Lantern,15 nov 2016,"
                        6,99€                    ",https://store.steampowered.com/app/487630/Lantern/?snr=1_7_7_230_150_525
Super Sky Arena,5 okt 2015,"
                        14,99€                    ",https://store.steampowered.com/app/309900/Super_Sky_Arena/?snr=1_7_7_230_150_525
Long Night,7 jul 2014,"
                        3,99€                    ",https://store.steampowered.com/app/270590/Long_Night/?snr=1_7_7_230_150_525
Croppy Boy,28 aug 2020,"
                        Gratis                    ",https://store.steampowered.com/app/1369400/Croppy_Boy/?snr=1_7_7_230_150_525
Zombie Waiting,11 nov 2017,,https://store.steampowered.com/app/680550/Zombie_Waiting/?snr=1_7_7_230_150_525
Undertaker's,2 aug 2017,"
                        3,99€                    ",https://store.steampowered.com/app/653050/Undertakers/?snr=1_7_7_230_150_525
HEVN,24 sep 2018,"
                        8,19€                    ",https://store.steampowered.com/app/588800/HEVN/?snr=1_7_7_230_150_525
Pink Rage Otome,28 jul 2017,"
                        0,79€                    ",https://store.steampowered.com/app/664620/Pink_Rage_Otome/?snr=1_7_7_230_150_525
BattleStick 2,24 sep 2020,"
                                            ",https://store.steampowered.com/app/1402460/BattleStick_2/?snr=1_7_7_230_150_525
Star Drifter,1 jun 2016,"
                        0,79€                    ",https://store.steampowered.com/app/485330/Star_Drifter/?snr=1_7_7_230_150_525
Djilyaro,24 nov 2017,"
                        0,99€                    ",https://store.steampowered.com/app/740320/Djilyaro/?snr=1_7_7_230_150_525
Shin Samurai Jazz,16 mrt 2015,"
                        0,99€                    ",https://store.steampowered.com/app/354970/Shin_Samurai_Jazz/?snr=1_7_7_230_150_525
SCS deORBIT,17 aug 2015,"
                        0,99€                    ",https://store.steampowered.com/app/337700/SCS_deORBIT/?snr=1_7_7_230_150_525
Box Maze,3 mrt 2017,"
                        0,79€                    ",https://store.steampowered.com/app/512020/Box_Maze/?snr=1_7_7_230_150_525
War of Criminals,16 mrt 2018,"
                        2,39€                    ",https://store.steampowered.com/app/807940/War_of_Criminals/?snr=1_7_7_230_150_525
Warfront Defenders: Westerplatte,7 aug 2017,"
                        4,99€                    ",https://store.steampowered.com/app/412210/Warfront_Defenders_Westerplatte/?snr=1_7_7_230_150_525
Infected Battlegrounds,2 aug 2018,"
                        8,19€                    ",https://store.steampowered.com/app/843730/Infected_Battlegrounds/?snr=1_7_7_230_150_525
RAM BOE,4 apr 2016,"
                        1,62€                    ",https://store.steampowered.com/app/454720/RAM_BOE/?snr=1_7_7_230_150_525
POP: Methodology Experiment One,10 dec 2014,"
                        3,99€                    ",https://store.steampowered.com/app/305800/POP_Methodology_Experiment_One/?snr=1_7_7_230_150_525
Escape The Past,14 sep 2016,"
                        4,99€                    ",https://store.steampowered.com/app/486120/Escape_The_Past/?snr=1_7_7_230_150_525
Pester,21 aug 2015,"
                        0,99€                    ",https://store.steampowered.com/app/354920/Pester/?snr=1_7_7_230_150_525
Octoshield VR,15 jun 2016,"
                        4,99€                    ",https://store.steampowered.com/app/488150/Octoshield_VR/?snr=1_7_7_230_150_525
300 Dwarves,5 jun 2014,"
                        5,69€                    ",https://store.steampowered.com/app/301730/300_Dwarves/?snr=1_7_7_230_150_525
Krinkle Krusher,4 aug 2016,"
                        2,39€                    ",https://store.steampowered.com/app/435010/Krinkle_Krusher/?snr=1_7_7_230_150_525
Ninjahtic Mind Tricks,16 jul 2015,"
                        1,99€                    ",https://store.steampowered.com/app/387880/Ninjahtic_Mind_Tricks/?snr=1_7_7_230_150_525
Endless Maneuver,13 mrt 2019,"
                        0,79€                    ",https://store.steampowered.com/app/979530/Endless_Maneuver/?snr=1_7_7_230_150_525
Moonlight Minions,22 okt 2014,"
                        0,99€                    ",https://store.steampowered.com/app/311170/Moonlight_Minions/?snr=1_7_7_230_150_525
像素修真 - Pixel Xiuzhen,9 aug 2018,"
                        5,69€                    ",https://store.steampowered.com/app/907240/__Pixel_Xiuzhen/?snr=1_7_7_230_150_525
Mulite Sword Man,7 nov 2019,"
                        5,69€                    ",https://store.steampowered.com/app/1168800/Mulite_Sword_Man/?snr=1_7_7_230_150_525
Running Ninja,13 mrt 2019,"
                        0,79€                    ",https://store.steampowered.com/app/1037840/Running_Ninja/?snr=1_7_7_230_150_525
